area,room,living_room,age,floor,city,district,neighbourhood,price
130,3,1,31,1,istanbul,besiktas,yildiz,45000
50,1,1,26,0,istanbul,sile,cavus,20000
90,2,1,29,3,istanbul,kagithane,sultan selim,32100
110,3,1,6,2,istanbul,sancaktepe,abdurrahmangazi,43000
150,3,1,0,3,istanbul,beylikduzu,sahil,55000
110,3,1,31,3,istanbul,umraniye,atakent,32000
45,1,1,0,1,istanbul,maltepe,altintepe,36000
105,2,1,5,1,istanbul,sultanbeyli,ahmet yesevi,19750
100,2,1,1,1,istanbul,buyukcekmece,pinartepe,30000
130,3,1,6,0,istanbul,cekmekoy,aydinlar,25000
84,2,1,0,1,istanbul,bahcelievler,siyavuspasa,60000
130,3,1,26,4,istanbul,maltepe,zumrutevler,33000
140,3,1,31,5,istanbul,beyoglu,yenisehir,45000
90,2,1,16,0,istanbul,umraniye,camlik,24000
100,2,1,21,4,istanbul,maltepe,zumrutevler,25000
110,3,1,26,3,istanbul,gaziosmanpasa,mevlana,25000
70,1,1,6,0,istanbul,umraniye,cakmak,24000
125,3,1,5,5,istanbul,umraniye,istiklal,65000
90,2,1,0,1,istanbul,avcilar,denizkoskler,40000
85,3,1,35,3,istanbul,adalar,maden,4500
85,3,1,0,5,istanbul,besiktas,dikilitas,77777
90,2,1,0,3,istanbul,sancaktepe,yunus emre,2575
100,2,1,29,2,istanbul,kagithane,sultan selim,2502
210,3,1,0,5,istanbul,besiktas,akat,3250
175,2,1,21,0,istanbul,besiktas,etiler,2500
150,3,1,2,1,istanbul,beylikduzu,adnan kahveci,3875
95,2,1,26,5,istanbul,bagcilar,kemalpasa,26500
85,2,1,11,2,istanbul,pendik,kurtkoy,32000
60,1,1,6,0,istanbul,atasehir,icerenkoy,28500
140,3,1,31,2,istanbul,pendik,ahmet yesevi,22500
75,2,1,0,0,istanbul,sancaktepe,mevlana,24000
85,2,1,30,1,istanbul,sariyer,tarabya,42000
80,1,1,26,0,istanbul,pendik,dumlupinar,28000
85,2,1,0,2,istanbul,bagcilar,kemalpasa,31000
114,2,1,16,4,istanbul,sancaktepe,ataturk,41000
110,2,1,28,2,istanbul,buyukcekmece,guzelce,33000
50,1,1,0,5,istanbul,atasehir,kayisdagi,30000
65,1,1,31,2,istanbul,fatih,aksaray,26000
80,2,1,3,11,istanbul,kagithane,gursel,46000
122,2,1,5,3,istanbul,sancaktepe,osmangazi,40000
65,2,1,31,1,istanbul,kadikoy,zuhtupasa,40000
105,2,1,31,1,istanbul,eyupsultan,rami yeni,36000
75,2,1,30,0,istanbul,uskudar,ferah,28500
95,2,1,31,2,istanbul,kadikoy,acibadem,42000
120,2,1,25,5,istanbul,uskudar,yavuzturk,18000
89,1,1,6,5,istanbul,kucukcekmece,inonu,40000
135,3,1,20,0,istanbul,uskudar,mehmet akif ersoy,52000
160,3,1,16,2,istanbul,beykoz,soguksu,81000
90,2,1,5,1,istanbul,silivri,mimar sinan,21000
105,2,1,8,3,istanbul,avcilar,denizkoskler,10000
180,4,1,25,0,istanbul,bakirkoy,senlikkoy,80000
80,2,1,42,1,istanbul,sisli,merkez,50000
130,3,1,35,8,istanbul,beylikduzu,marmara,40000
118,2,1,11,1,istanbul,umraniye,madenler,65000
120,3,1,16,3,istanbul,umraniye,cakmak,50000
180,4,1,35,2,istanbul,kadikoy,fenerbahce,65000
60,2,1,5,3,istanbul,kagithane,hurriyet,31500
90,2,1,30,4,istanbul,beykoz,cubuklu,35000
72,2,1,4,1,istanbul,avcilar,denizkoskler,30000
130,2,1,31,2,istanbul,beyoglu,kuloglu,69000
75,1,1,6,3,istanbul,bakirkoy,zuhuratbaba,70000
90,2,1,26,3,istanbul,bagcilar,15 temmuz,18000
90,1,1,10,5,istanbul,sariyer,maslak,60000
120,3,1,21,3,istanbul,uskudar,cumhuriyet,38500
85,2,1,31,1,istanbul,umraniye,ihlamurkuyu,15500
100,2,1,19,0,istanbul,sancaktepe,osmangazi,22000
75,2,1,9,10,istanbul,maltepe,cevizli,50000
75,2,1,9,10,istanbul,maltepe,cevizli,50000
95,2,1,21,1,istanbul,gaziosmanpasa,yeni,15000
85,2,1,16,9,istanbul,tuzla,sifa,23250
95,2,1,31,3,istanbul,kucukcekmece,fevzi cakmak,28000
125,2,1,5,2,istanbul,basaksehir,altinsehir,26850
55,1,1,36,1,istanbul,atasehir,barbaros,19000
70,2,1,10,1,istanbul,maltepe,findikli,26000
85,2,1,30,5,istanbul,kucukcekmece,tevfik bey,19000
110,2,1,6,6,istanbul,kucukcekmece,inonu,41000
120,2,1,8,4,istanbul,esenyurt,zafer,27000
110,2,1,16,3,istanbul,esenyurt,balikyolu,13500
120,3,1,31,3,istanbul,pendik,fevzi cakmak,21500
120,2,1,20,1,istanbul,sultanbeyli,mimar sinan,15500
75,2,1,35,-1,istanbul,fatih,silivrikapi,15000
123,3,1,0,3,istanbul,uskudar,burhaniye,70000
130,3,1,40,3,istanbul,besiktas,gayrettepe,60000
130,3,1,11,1,istanbul,sultanbeyli,abdurrahmangazi,25000
110,3,1,20,3,istanbul,kartal,yunus,45000
85,2,1,0,7,istanbul,kadikoy,dumlupinar,65000
65,2,1,21,4,istanbul,beyoglu,camiikebir,26000
174,4,1,5,9,istanbul,bagcilar,demirkapi,52000
80,2,1,26,0,istanbul,bahcelievler,siyavuspasa,25000
95,2,1,11,1,istanbul,sancaktepe,mevlana,25000
95,1,1,7,1,istanbul,esenyurt,guzelyurt,20000
142,3,1,6,1,istanbul,esenyurt,gokevler,30000
75,1,1,16,-1,istanbul,eyupsultan,silahtaraga,20000
70,2,1,40,1,istanbul,uskudar,icadiye,45000
100,2,1,30,-1,istanbul,fatih,cibali,21000
80,2,1,2,0,istanbul,buyukcekmece,kumburgaz,26000
120,3,1,26,2,istanbul,pendik,dumlupinar,25500
190,3,1,21,3,istanbul,cekmekoy,gungoren,23000
145,3,1,21,3,istanbul,pendik,orhangazi,26500
135,3,1,14,3,istanbul,atasehir,kayisdagi,40000
95,2,1,35,0,istanbul,adalar,nizam,46000
95,2,1,1,7,istanbul,kadikoy,bostanci,70000
128,2,1,25,3,istanbul,buyukcekmece,19 mayis,32000
100,2,1,31,0,istanbul,besiktas,yildiz,80000
135,3,1,25,2,istanbul,uskudar,cengelkoy,37000
85,2,1,31,4,istanbul,kagithane,yahya kemal,24000
140,3,1,30,3,istanbul,sisli,merkez,55000
155,3,1,6,3,istanbul,avcilar,tahtakale,50000
100,2,1,31,2,istanbul,kadikoy,19 mayis,49000
100,2,1,10,3,istanbul,beyoglu,mueyyetzade,85000
90,2,1,11,4,istanbul,cekmekoy,aydinlar,26000
110,3,1,0,9,istanbul,kadikoy,feneryolu,105000
100,2,1,5,5,istanbul,kadikoy,goztepe,82000
102,1,1,11,5,istanbul,maltepe,findikli,24000
90,2,1,6,10,istanbul,esenyurt,talatpasa,25000
65,1,1,15,0,istanbul,beyoglu,ornektepe,20000
150,3,1,15,0,istanbul,beykoz,mahmutsevketpasa,35000
130,3,1,26,6,istanbul,atasehir,icerenkoy,45000
85,2,1,8,0,istanbul,esenyurt,guzelyurt,19000
140,3,1,16,4,istanbul,pendik,kavakpinar,22000
100,2,1,31,5,istanbul,kucukcekmece,fatih,30000
65,2,1,0,0,istanbul,sultangazi,zubeyde hanim,25000
160,2,1,6,1,istanbul,buyukcekmece,mimaroba,40000
85,2,1,16,0,istanbul,cekmekoy,camlik,21000
60,1,1,11,6,istanbul,cekmekoy,mimar sinan,20000
125,3,1,8,5,istanbul,kucukcekmece,kanarya,41000
110,2,1,11,1,istanbul,kucukcekmece,yesilova,40000
110,3,1,1,1,istanbul,cekmekoy,catalmese,34000
68,1,1,3,4,istanbul,esenyurt,akevler,25000
90,2,1,20,5,istanbul,sisli,mahmut sevket pasa,25000
60,1,1,7,-1,istanbul,beylikduzu,yakuplu,11000
50,1,1,5,3,istanbul,beylikduzu,yakuplu,24000
95,1,1,15,3,istanbul,eyupsultan,gokturk merkez,58000
65,1,1,2,-1,istanbul,kagithane,nurtepe,25000
115,3,1,1,2,istanbul,pendik,kurtkoy,48000
80,2,1,11,0,istanbul,sultangazi,zubeyde hanim,16000
90,2,1,16,0,istanbul,gaziosmanpasa,semsipasa,25000
90,2,1,21,0,istanbul,gaziosmanpasa,merkez,21000
135,3,1,14,2,istanbul,sancaktepe,kemal turkler,37000
95,1,1,6,6,istanbul,beylikduzu,adnan kahveci,35500
85,2,1,16,1,istanbul,umraniye,parseller,24000
207,3,1,11,2,istanbul,basaksehir,bahcesehir 2. kisim,85000
105,2,1,4,6,istanbul,pendik,dumlupinar,40000
125,2,1,11,2,istanbul,basaksehir,bahcesehir 2. kisim,45000
121,2,1,6,10,istanbul,basaksehir,bahcesehir 1. kisim,45000
75,2,1,33,3,istanbul,atasehir,kucukbakkalkoy,30000
65,1,1,12,7,istanbul,sultanbeyli,adil,29500
80,2,1,6,1,istanbul,sancaktepe,yenidogan,25500
105,2,1,4,4,istanbul,kagithane,hamidiye,85000
95,2,1,0,3,istanbul,kadikoy,suadiye,85000
60,1,1,11,-1,istanbul,cekmekoy,cumhuriyet,17000
140,3,1,6,4,istanbul,silivri,yeni,37000
68,2,1,0,4,istanbul,pendik,yenisehir,35000
70,1,1,0,1,istanbul,umraniye,camlik,27000
90,2,1,11,2,istanbul,eyupsultan,esentepe,33000
120,3,1,6,4,istanbul,esenyurt,talatpasa,17500
75,1,1,26,0,istanbul,sultanbeyli,mimar sinan,15500
165,3,1,0,7,istanbul,beylikduzu,baris,53500
165,3,1,6,7,istanbul,arnavutkoy,yassioren,30000
104,2,1,11,9,istanbul,umraniye,serifali,52500
80,2,1,21,3,istanbul,umraniye,cakmak,31000
100,2,1,2,10,istanbul,kagithane,sultan selim,60000
110,2,1,1,1,istanbul,beylikduzu,sahil,42750
60,1,1,31,3,istanbul,beyoglu,purtelas hasan efendi,59000
80,1,1,26,2,istanbul,kagithane,caglayan,35000
70,1,1,40,4,istanbul,beyoglu,tomtom,36000
140,3,1,26,4,istanbul,kadikoy,19 mayis,50000
80,1,1,31,1,istanbul,besiktas,abbasaga,30000
85,2,1,31,4,istanbul,kucukcekmece,fatih,30000
118,2,1,5,3,istanbul,esenyurt,yunus emre,22000
100,2,1,26,-1,istanbul,bagcilar,yildiztepe,20000
85,2,1,30,1,istanbul,besiktas,bebek,80000
113,2,1,5,11,istanbul,kagithane,merkez,50000
120,2,1,50,1,istanbul,beyoglu,kilicali pasa,80000
98,2,1,0,3,istanbul,kadikoy,dumlupinar,59000
45,1,1,30,2,istanbul,fatih,yavuz sultan selim,25000
125,3,1,26,6,istanbul,pendik,camcesme,25000
90,2,1,0,0,istanbul,bakirkoy,senlikkoy,70000
80,2,1,16,0,istanbul,sisli,gulbahar,14500
100,2,1,15,1,istanbul,umraniye,cakmak,13500
70,2,1,4,1,istanbul,sultanbeyli,fatih,35000
95,2,1,8,2,istanbul,kagithane,emniyet evleri,55000
70,2,1,4,2,istanbul,sancaktepe,abdurrahmangazi,30500
80,1,1,6,4,istanbul,esenyurt,piri reis,15000
120,3,1,31,3,istanbul,umraniye,ataturk,36500
110,2,1,0,1,istanbul,uskudar,bahcelievler,39500
65,2,1,1,1,istanbul,kucukcekmece,cumhuriyet,32000
125,2,1,5,2,istanbul,basaksehir,guvercintepe,25000
63,2,1,4,1,istanbul,maltepe,kucukyali,43000
55,1,1,50,2,istanbul,kadikoy,osmanaga,35000
40,1,1,11,1,istanbul,atasehir,kayisdagi,25000
101,3,1,0,2,istanbul,pendik,cinardere,42000
130,3,1,14,8,istanbul,atasehir,kucukbakkalkoy,80000
95,2,1,8,2,istanbul,maltepe,aydinevler,46000
196,3,1,8,4,istanbul,kartal,kordonboyu,85000
67,1,1,15,4,istanbul,esenyurt,yesilkent,25000
200,3,1,28,5,istanbul,bakirkoy,senlikkoy,75000
60,1,1,15,1,istanbul,esenyurt,koza,31000
95,2,1,26,1,istanbul,bagcilar,fatih,20000
85,2,1,6,3,istanbul,umraniye,madenler,35000
100,2,1,30,2,istanbul,sultanbeyli,hamidiye,15000
100,3,1,29,6,istanbul,sisli,19 mayis,45000
154,3,1,0,0,istanbul,cekmekoy,gungoren,90000
60,1,1,6,-1,istanbul,kagithane,telsizler,21000
100,2,1,21,4,istanbul,besiktas,yildiz,90000
110,3,1,2,10,istanbul,kadikoy,kozyatagi,80000
75,2,1,29,2,istanbul,kagithane,ortabayir,28000
95,2,1,31,0,istanbul,bagcilar,kemalpasa,22500
95,2,1,4,1,istanbul,pendik,seyhli,30000
166,3,1,16,6,istanbul,cekmekoy,cumhuriyet,41000
150,3,1,31,3,istanbul,kadikoy,merdivenkoy,55000
60,1,1,0,3,istanbul,sariyer,maden,73000
85,2,1,0,2,istanbul,bagcilar,kemalpasa,33000
65,1,1,35,0,istanbul,fatih,yedikule,12000
95,2,1,35,5,istanbul,besiktas,yildiz,52000
131,3,1,30,4,istanbul,uskudar,cengelkoy,78000
120,2,1,5,11,istanbul,avcilar,tahtakale,36000
85,2,1,38,3,istanbul,uskudar,valide-i atik,32000
75,2,1,25,0,istanbul,umraniye,istiklal,24000
120,3,1,1,1,istanbul,kadikoy,erenkoy,85000
75,2,1,11,2,istanbul,atasehir,kayisdagi,28000
68,2,1,0,6,istanbul,sisli,gulbahar,70000
120,3,1,16,9,istanbul,esenyurt,barbaros hayrettin pasa,35000
90,2,1,11,8,istanbul,basaksehir,bahcesehir 2. kisim,33000
80,2,1,35,1,istanbul,silivri,fatih,17000
65,1,1,6,6,istanbul,esenyurt,akevler,16000
180,3,1,40,1,istanbul,beyoglu,omer avni,110000
75,1,1,34,1,istanbul,bayrampasa,yildirim,26000
70,1,1,18,1,istanbul,kagithane,ortabayir,35000
80,2,1,20,1,istanbul,beykoz,tokatkoy,13000
60,2,1,20,0,istanbul,beyoglu,haciahmet,21000
111,3,1,5,4,istanbul,silivri,mimar sinan,30000
80,2,1,21,2,istanbul,atasehir,kucukbakkalkoy,22500
70,1,1,0,2,istanbul,kagithane,yahya kemal,27500
85,2,1,11,3,istanbul,arnavutkoy,islambey,17000
130,2,1,6,2,istanbul,silivri,selimpasa,32000
115,3,1,6,3,istanbul,kucukcekmece,yesilova,50000
180,3,1,6,6,istanbul,kagithane,hurriyet,35000
85,2,1,1,2,istanbul,kagithane,celiktepe,35000
70,1,1,26,2,istanbul,sisli,fulya,30000
61,1,1,5,6,istanbul,kagithane,talatpasa,35000
72,1,1,5,6,istanbul,basaksehir,bahcesehir 2. kisim,24800
114,2,1,16,0,istanbul,sancaktepe,ataturk,47000
190,4,1,35,1,istanbul,bakirkoy,yesilkoy,85000
60,2,1,30,-1,istanbul,sisli,ferikoy,18000
50,1,1,5,-1,istanbul,cekmekoy,mimar sinan,20000
100,2,1,31,0,istanbul,uskudar,burhaniye,25000
150,3,1,35,3,istanbul,sisli,tesvikiye,100000
95,2,1,0,2,istanbul,beyoglu,cihangir,85000
55,1,1,0,0,istanbul,kadikoy,suadiye,56000
140,2,1,31,6,istanbul,bahcelievler,yenibosna merkez,23000
110,3,1,16,5,istanbul,umraniye,cakmak,43000
80,2,1,0,2,istanbul,avcilar,tahtakale,24000
125,3,1,16,4,istanbul,beylikduzu,buyuksehir,33000
120,2,1,21,3,istanbul,bahcelievler,cobancesme,35000
80,2,1,4,3,istanbul,kadikoy,dumlupinar,59000
110,2,1,16,1,istanbul,sultanbeyli,mimar sinan,25000
85,2,1,1,0,istanbul,sancaktepe,osmangazi,26000
145,3,1,26,7,istanbul,kartal,hurriyet,35000
75,2,1,2,5,istanbul,maltepe,zumrutevler,52000
85,2,1,7,1,istanbul,kucukcekmece,kanarya,28000
85,2,1,7,1,istanbul,kucukcekmece,kanarya,28000
80,1,1,6,-1,istanbul,gaziosmanpasa,yeni,18000
75,1,1,0,5,istanbul,pendik,fevzi cakmak,28000
145,3,1,21,6,istanbul,besiktas,dikilitas,80000
100,2,1,16,4,istanbul,umraniye,esensehir,26000
77,1,1,5,0,istanbul,gungoren,abdurrahman nafiz gurman,52500
140,4,1,6,2,istanbul,kadikoy,bostanci,96500
95,2,1,21,0,istanbul,gaziosmanpasa,barbaros hayrettinpasa,16000
90,2,1,10,1,istanbul,esenyurt,selahaddin eyyubi,15000
90,2,1,5,7,istanbul,zeytinburnu,maltepe,70000
116,2,1,5,5,istanbul,basaksehir,kayabasi,65000
95,1,1,10,2,istanbul,esenyurt,piri reis,20000
85,3,1,11,0,istanbul,umraniye,camlik,36000
95,2,1,4,0,istanbul,sultanbeyli,turgut reis,25000
80,2,1,6,1,istanbul,kagithane,caglayan,24000
85,3,1,26,8,istanbul,basaksehir,basaksehir,50000
110,2,1,0,7,istanbul,avcilar,tahtakale,52000
120,3,1,11,2,istanbul,pendik,suluntepe,40000
88,2,1,0,3,istanbul,kagithane,caglayan,40000
77,2,1,1,6,istanbul,pendik,camlik,35000
90,2,1,0,7,istanbul,cekmekoy,cumhuriyet,35000
100,2,1,16,2,istanbul,umraniye,site,35000
85,2,1,3,4,istanbul,umraniye,istiklal,46500
110,2,1,31,3,istanbul,atasehir,kayisdagi,28000
50,1,1,4,0,istanbul,bahcelievler,sirinevler,25000
120,3,1,6,3,istanbul,sancaktepe,kemal turkler,36000
85,2,1,1,1,istanbul,umraniye,armaganevler,36500
75,1,1,6,1,istanbul,maltepe,zumrutevler,32000
130,3,1,0,2,istanbul,bahcelievler,hurriyet,65000
140,2,1,26,1,istanbul,umraniye,madenler,30000
80,1,1,0,2,istanbul,esenyurt,ardicli,23000
150,3,1,26,2,istanbul,sariyer,tarabya,75000
60,1,1,14,1,istanbul,kartal,ugur mumcu,34000
90,2,1,4,1,istanbul,sultanbeyli,battalgazi,26500
35,1,1,31,1,istanbul,atasehir,inonu,29500
155,4,1,26,2,istanbul,sisli,tesvikiye,82000
95,2,1,21,2,istanbul,basaksehir,altinsehir,22500
85,2,1,4,0,istanbul,pendik,velibaba,30000
90,2,1,40,3,istanbul,sariyer,yenikoy,70000
120,3,1,26,5,istanbul,sultanbeyli,battalgazi,25000
85,2,1,6,0,istanbul,sile,cavus,33000
130,3,1,0,4,istanbul,besiktas,levent,110000
140,3,1,35,2,istanbul,besiktas,nisbetiye,95000
55,1,1,5,4,istanbul,sancaktepe,abdurrahmangazi,34000
55,1,1,5,9,istanbul,pendik,dumlupinar,32500
70,2,1,3,0,istanbul,sultanbeyli,adil,21000
140,3,1,1,4,istanbul,kagithane,caglayan,47500
78,2,1,2,1,istanbul,umraniye,parseller,35000
115,3,1,31,3,istanbul,kartal,orhantepe,58000
85,2,1,4,2,istanbul,sile,balibey,42000
90,2,1,0,2,istanbul,sultanbeyli,yavuz selim,26000
68,1,1,12,3,istanbul,sultanbeyli,adil,36000
68,1,1,6,5,istanbul,umraniye,serifali,42000
160,4,1,6,6,istanbul,sancaktepe,yunus emre,35000
120,3,1,25,5,istanbul,umraniye,tatlisu,25000
80,2,1,30,2,istanbul,umraniye,ataturk,35000
95,2,1,0,5,istanbul,pendik,velibaba,31000
65,2,1,6,0,istanbul,esenyurt,yenikent,12000
189,4,1,30,4,istanbul,sisli,tesvikiye,110000
100,2,1,31,3,istanbul,besiktas,etiler,60000
90,1,1,1,0,istanbul,cekmekoy,mehmet akif,50000
49,1,1,11,5,istanbul,umraniye,serifali,35000
105,2,1,11,4,istanbul,pendik,kurtkoy,31500
95,2,1,5,5,istanbul,kadikoy,goztepe,75000
100,3,1,8,5,istanbul,kagithane,gultepe,30000
95,2,1,3,8,istanbul,besiktas,levent,60000
145,2,1,3,8,istanbul,esenyurt,akevler,25000
84,2,1,30,1,istanbul,kadikoy,osmanaga,35000
70,2,1,16,1,istanbul,gaziosmanpasa,baglarbasi,23500
60,1,1,31,0,istanbul,kagithane,emniyet evleri,23000
65,2,1,48,1,istanbul,besiktas,gayrettepe,34000
100,2,1,30,1,istanbul,avcilar,gumuspala,25000
110,2,1,35,3,istanbul,sisli,ferikoy,42000
120,3,1,26,7,istanbul,kartal,cumhuriyet,35000
85,2,1,30,1,istanbul,beykoz,kavacik,26000
110,3,1,35,2,istanbul,kadikoy,egitim,55000
95,2,1,11,11,istanbul,esenyurt,necip fazil kisakurek,17500
65,2,1,5,0,istanbul,kagithane,gursel,32000
32,1,1,9,1,istanbul,eyupsultan,esentepe,18000
85,2,1,30,0,istanbul,sisli,gulbahar,17000
90,2,1,26,1,istanbul,tuzla,mimar sinan,22000
85,2,1,6,2,istanbul,sisli,pasa,36000
146,3,1,21,2,istanbul,esenyurt,esenkent,28500
120,3,1,27,1,istanbul,kadikoy,kozyatagi,65000
100,2,1,26,1,istanbul,esenler,fatih,21000
120,3,1,31,0,istanbul,besiktas,etiler,65000
100,2,1,6,0,istanbul,beyoglu,kilicali pasa,67500
89,1,1,5,6,istanbul,kucukcekmece,fatih,45000
80,1,1,40,4,istanbul,beyoglu,tomtom,41000
75,2,1,11,1,istanbul,maltepe,yali,45000
85,2,1,0,1,istanbul,silivri,yeni,20000
100,4,1,20,0,istanbul,umraniye,yamanevler,10000
90,1,1,6,0,istanbul,beyoglu,hacimimi,86000
70,1,1,31,2,istanbul,maltepe,yali,35500
55,1,1,50,2,istanbul,kadikoy,rasimpasa,35000
70,1,1,26,1,istanbul,kagithane,gultepe,22000
85,2,1,5,0,istanbul,arnavutkoy,islambey,18000
91,2,1,26,1,istanbul,gaziosmanpasa,karadeniz,20000
60,1,1,7,2,istanbul,sisli,mecidiyekoy,45000
90,2,1,12,2,istanbul,atasehir,yenisehir,41000
125,3,1,10,5,istanbul,sariyer,huzur,100000
100,2,1,0,5,istanbul,kadikoy,erenkoy,90000
60,2,1,17,1,istanbul,besiktas,gayrettepe,50000
80,2,1,7,6,istanbul,eyupsultan,esentepe,29500
85,1,1,25,3,istanbul,sariyer,buyukdere,40000
145,3,1,26,0,istanbul,bakirkoy,senlikkoy,74000
75,2,1,31,3,istanbul,besiktas,ortakoy,40000
88,1,1,0,4,istanbul,sisli,mecidiyekoy,60000
110,3,1,40,5,istanbul,bakirkoy,yenimahalle,50000
35,1,1,40,3,istanbul,beyoglu,huseyinaga,25000
75,2,1,29,2,istanbul,kagithane,ortabayir,28000
90,2,1,30,-1,istanbul,bagcilar,yavuz selim,20000
80,2,1,0,1,istanbul,maltepe,idealtepe,59000
120,3,1,31,2,istanbul,maltepe,zumrutevler,35000
145,3,1,30,2,istanbul,fatih,hirka-i serif,49999
125,2,1,21,3,istanbul,sultanbeyli,aksemsettin,20000
100,2,1,0,4,istanbul,sariyer,tarabya,65000
95,2,1,16,1,istanbul,pendik,camcesme,20000
62,1,1,0,0,istanbul,esenyurt,orhan gazi,15000
90,2,1,11,2,istanbul,tuzla,yayla,38500
65,1,1,40,1,istanbul,fatih,ayvansaray,17000
60,2,1,40,0,istanbul,fatih,cankurtaran,17500
95,2,1,21,4,istanbul,besiktas,ortakoy,60000
120,2,1,16,0,istanbul,avcilar,tahtakale,13000
77,2,1,0,2,istanbul,maltepe,altintepe,52000
80,1,1,42,5,istanbul,uskudar,icadiye,32000
80,2,1,6,-1,istanbul,kagithane,gursel,31500
120,3,1,26,2,istanbul,kartal,cumhuriyet,35000
80,2,1,21,1,istanbul,kucukcekmece,mehmet akif,19500
65,1,1,6,4,istanbul,atasehir,kayisdagi,30000
68,2,1,11,5,istanbul,basaksehir,kayabasi,32000
132,3,1,6,5,istanbul,sisli,gulbahar,51000
55,1,1,25,0,istanbul,uskudar,bulgurlu,20000
90,2,1,40,1,istanbul,besiktas,muradiye,35000
120,2,1,26,1,istanbul,silivri,selimpasa,26000
100,2,1,45,2,istanbul,besiktas,nisbetiye,79000
100,2,1,3,9,istanbul,kadikoy,suadiye,86000
90,2,1,6,3,istanbul,pendik,fatih,26500
167,3,1,6,2,istanbul,basaksehir,kayabasi,70000
135,3,1,31,3,istanbul,kadikoy,merdivenkoy,58000
68,1,1,11,5,istanbul,kartal,orta,33000
90,2,1,0,0,istanbul,sancaktepe,osmangazi,24250
60,1,1,11,1,istanbul,kagithane,seyrantepe,42000
110,3,1,25,4,istanbul,uskudar,cengelkoy,42500
100,2,1,3,1,istanbul,silivri,yeni,27500
80,1,1,6,5,istanbul,besiktas,visnezade,60000
55,2,1,0,9,istanbul,eyupsultan,topcular,56500
95,2,1,14,2,istanbul,tuzla,aydinli,25000
160,3,1,10,1,istanbul,sisli,merkez,100000
135,3,1,35,6,istanbul,uskudar,unalan,55000
80,2,1,0,1,istanbul,basaksehir,guvercintepe,16000
135,3,1,25,3,istanbul,umraniye,armaganevler,31000
65,1,1,5,1,istanbul,silivri,mimar sinan,15000
90,2,1,6,3,istanbul,sancaktepe,eyup sultan,30000
100,1,1,25,6,istanbul,sariyer,resitpasa,25000
110,2,1,5,1,istanbul,esenyurt,cinar,18000
139,2,1,11,10,istanbul,umraniye,tantavi,65000
80,1,1,1,1,istanbul,arnavutkoy,anadolu,19000
70,2,1,5,8,istanbul,kagithane,caglayan,49000
155,3,1,0,0,istanbul,sile,balibey,80000
65,1,1,6,6,istanbul,cekmekoy,gungoren,33000
55,1,1,0,1,istanbul,atasehir,inonu,40000
115,2,1,31,3,istanbul,fatih,aksemsettin,36500
83,2,1,6,0,istanbul,catalca,ferhatpasa,22000
80,2,1,6,1,istanbul,kagithane,gultepe,30000
90,2,1,0,2,istanbul,eyupsultan,rami cuma,35000
62,2,1,6,4,istanbul,atasehir,ornek,47000
75,2,1,6,0,istanbul,sancaktepe,fatih,18000
130,3,1,21,2,istanbul,kagithane,nurtepe,27000
85,2,1,0,5,istanbul,pendik,esenler,35000
185,3,1,6,2,istanbul,beylikduzu,adnan kahveci,52000
100,2,1,21,5,istanbul,eyupsultan,sakarya,26000
75,2,1,16,0,istanbul,umraniye,cakmak,25000
95,2,1,11,2,istanbul,gaziosmanpasa,barbaros hayrettinpasa,23000
100,2,1,10,1,istanbul,esenyurt,pinar,18000
100,2,1,10,1,istanbul,esenyurt,pinar,18000
95,2,1,0,1,istanbul,kucukcekmece,gultepe,40000
110,2,1,26,3,istanbul,esenler,fatih,42000
140,3,1,14,5,istanbul,silivri,canta sancaktepe,20000
60,1,1,0,7,istanbul,kadikoy,fikirtepe,45000
85,2,1,26,2,istanbul,besiktas,dikilitas,40000
120,3,1,16,1,istanbul,pendik,yayalar,26000
90,2,1,0,8,istanbul,cekmekoy,cumhuriyet,35000
200,4,1,21,6,istanbul,basaksehir,bahcesehir 2. kisim,58000
75,1,1,6,3,istanbul,umraniye,camlik,28000
120,3,1,31,3,istanbul,bahcelievler,sirinevler,35000
120,3,1,26,1,istanbul,eyupsultan,aksemsettin,27500
77,2,1,0,2,istanbul,uskudar,cengelkoy,54000
110,3,1,16,5,istanbul,umraniye,esensehir,35000
140,3,1,0,1,istanbul,beylikduzu,sahil,50000
140,3,1,31,3,istanbul,kadikoy,acibadem,62000
180,2,1,26,0,istanbul,buyukcekmece,bahcelievler,57500
110,2,1,26,5,istanbul,bahcelievler,soganli,35000
120,2,1,15,6,istanbul,avcilar,universite,34000
80,1,1,6,3,istanbul,avcilar,cihangir,25000
95,2,1,40,3,istanbul,kadikoy,caferaga,78000
65,2,1,6,-1,istanbul,umraniye,armaganevler,24000
80,1,1,0,0,istanbul,esenyurt,sultaniye,15000
50,1,1,11,0,istanbul,maltepe,kucukyali,32500
70,2,1,11,0,istanbul,uskudar,cumhuriyet,24500
75,2,1,21,1,istanbul,kucukcekmece,atakent,40000
110,3,1,21,1,istanbul,sile,kumbaba,55000
80,2,1,23,0,istanbul,kagithane,ortabayir,31000
90,2,1,6,1,istanbul,kagithane,hamidiye,33000
145,3,1,43,0,istanbul,besiktas,gayrettepe,65000
135,3,1,20,5,istanbul,sisli,kustepe,37000
85,2,1,21,1,istanbul,atasehir,inonu,35000
120,3,1,0,5,istanbul,sultanbeyli,battalgazi,35000
